n,seconds
1498,0.2104680510
1499,0.2084730880
1500,0.2067995240
1501,0.2200530030
1502,0.2131913160
1503,0.2169451680
1504,0.2194406520
1505,0.2141661200
1506,0.2209297450
1507,0.2121680170
1508,0.2163867170
1509,0.2100888080
1510,0.2155611290
1511,0.2187431790
1512,0.2163041040
1513,0.2150191000
1514,0.2176312130
1515,0.2198569560
1516,0.2189573560
1517,0.2246439090
1518,0.2183946990
1519,0.2177331430
1520,0.2213090840
1521,0.2273928740
1522,0.2192081910
1523,0.2232474270
1524,0.2231341140
1525,0.2251962910
1526,0.2141528270
1527,0.2352754790
1528,0.2210587450
1529,0.3049429170
1530,0.2312192610
1531,0.2257555260
1532,0.2209472480
1533,0.3150365220
1534,0.2198629190
1535,0.2312296440
1536,0.2287780610
1537,0.2336158010
1538,0.2202246620
1539,0.2267624590
1540,0.2481827460
1541,0.2240341470
1542,0.2193318320
1543,0.2197383390
1544,0.2301508360
1545,0.2277419890
1546,0.2264829180
1547,0.2218089370
1548,0.2420515120
1549,0.2349302870
1550,0.2393281730
1551,0.2284270750
1552,0.2430283530
1553,0.2266771470
1554,0.2419975420
1555,0.2260275480
1556,0.2269438290
1557,0.2295739300
1558,0.3077146460
1559,0.2874419940
1560,0.2896136010
1561,0.2305424160
1562,0.2338499050
1563,0.2364615970
1564,0.2592932140
1565,0.2363294400
1566,0.2382615220
1567,0.2751304550
1568,0.2396945050
1569,0.2380832820
1570,0.2346194810
1571,0.2353175770
1572,0.2343939180
1573,0.2379258130
1574,0.2308781340
1575,0.2338128290
1576,0.2407281810
1577,0.2360946840
1578,0.2378823950
1579,0.2350498780
1580,0.2459587650
1581,0.2526975400
1582,0.2385902860
1583,0.2436329870
1584,0.2404796070
1585,0.2451404360
1586,0.2425494790
1587,0.2357428080
1588,0.2427817440
1589,0.2477786550
1590,0.2511511580
1591,0.2393346060
1592,0.2414913870
1593,0.2434772480
1594,0.2404246600
1595,0.2640477350
1596,0.2428389100
1597,0.2382944450
1598,0.2439200700
1599,0.2425288540
1600,0.2501030270
1601,0.2459810470
1602,0.2404070680
1603,0.2446559770
1604,0.2475853760
1605,0.2484203600
1606,0.2553518220
1607,0.2562814870
1608,0.2443810160
1609,0.2416556720
1610,0.2568212770
1611,0.2570063920
1612,0.2490624980
1613,0.2561735790
1614,0.2556257540
1615,0.2525463520
1616,0.2515917400
1617,0.2553949590
1618,0.2543372110
1619,0.2437168950
1620,0.2551702430
1621,0.2617412630
1622,0.2507406620
1623,0.2536701830
1624,0.2855980730
1625,0.2611894810
1626,0.2595750440
1627,0.2674078540
1628,0.2524633720
1629,0.2641736220
1630,0.2668825920
1631,0.2564700260
1632,0.2512067570
1633,0.2547780010
1634,0.2700206000
1635,0.2571088820
1636,0.2623870870
1637,0.2448978820
1638,0.2543236590
1639,0.2556164650
1640,0.2616890220
1641,0.2596502110
1642,0.2647714220
1643,0.2583053380
1644,0.2572027480
1645,0.2672720100
1646,0.2842692890
1647,0.2777008920
1648,0.2604823000
1649,0.2599965820
1650,0.2757046150
1651,0.3156449860
1652,0.3524767670
1653,0.3494349070
1654,0.4456985420
1655,0.5415191800
1656,0.2661067140
1657,0.2841332210
1658,0.2974255600
1659,0.2869516190
1660,0.3275465140
1661,0.3671924780
1662,0.4381506610
1663,0.4108753480
1664,0.2740913570
1665,0.2654685410
1666,0.2569908470
1667,0.2823793880
1668,0.2727591920
1669,0.2559696070
1670,0.2781847030
1671,0.2663220000
1672,0.2738723490
1673,0.2719771630
1674,0.2709812140
1675,0.2653398660
1676,0.2686114900
1677,0.2704442190
1678,0.2838683170
1679,0.2637958290
1680,0.2735366220
1681,0.2616946480
1682,0.2664770110
1683,0.2748379680
1684,0.2747686130
1685,0.2961575780
1686,0.2811287510
1687,0.2746561280
1688,0.2896880800
1689,0.2778577980
1690,0.2826674320
1691,0.2798412500
1692,0.2975274560
1693,0.2775846870
1694,0.2784601400
1695,0.2846564890
1696,0.2870541080
1697,0.2727103310
1698,0.3054734640
1699,0.3319798400
1700,0.3284999190
1701,0.2937266680
1702,0.3030270910
1703,0.2943235360
1704,0.2886829890
1705,0.2791296380
1706,0.2764904980
1707,0.2984064600
1708,0.2839463780
1709,0.2910800580
1710,0.2772168390
1711,0.2997554660
1712,0.3575093220
1713,0.2900579720
1714,0.3174773650
1715,0.2748060900
1716,0.3219745220
1717,0.2902611630
1718,0.3520356480
1719,0.2847113160
1720,0.2998436070
1721,0.2944074150
1722,0.2921674090
1723,0.2824582350
1724,0.2917184900
1725,0.2867272230
1726,0.3228829560
1727,0.3011152690
1728,0.2935068030
1729,0.3089914880
1730,0.2912488650
1731,0.2885894770
1732,0.2968549500
1733,0.2932646100
1734,0.2935796330
1735,0.3445422700
1736,0.2933938250
1737,0.2975006760
1738,0.2900261530
1739,0.2980061220
1740,0.2923759010
1741,0.2933969260
1742,0.3062478690
1743,0.2962567930
1744,0.2905548840
1745,0.2996915450
1746,0.3275446730
1747,0.2934269170
1748,0.2926092730
1749,0.2988214820
1750,0.2884660240
1751,0.2973654110
1752,0.3119229710
1753,0.3860528640
1754,0.2896315960
1755,0.2959687370
1756,0.2936486650
1757,0.2930058230
1758,0.2918285130
1759,0.3223295600
1760,0.2966756670
1761,0.3019011400
1762,0.2974943560
1763,0.2972059360
1764,0.3006252600
1765,0.3066507160
1766,0.3043201450
1767,0.3108000220
1768,0.3031366560
1769,0.2971369490
1770,0.3140433940
1771,0.3033102550
1772,0.2915864590
1773,0.3017779340
1774,0.3192454170
1775,0.2966499330
1776,0.3079176900
1777,0.3044606070
1778,0.3181570360
1779,0.3101450440
1780,0.3112530610
1781,0.3128410330
1782,0.3093351210
1783,0.3082067920
1784,0.3018243670
1785,0.3114112920
1786,0.3104206590
1787,0.3072841730
1788,0.3026892990
1789,0.3063344870
1790,0.3180268600
1791,0.3267105960
1792,0.3075055420
1793,0.3170271900
1794,0.3033322440
1795,0.3081428580
1796,0.3193386010
1797,0.3194971280
1798,0.3098282600
1799,0.3036244660
1800,0.3116018130
1801,0.3057573450
1802,0.3132066470
1803,0.3184338820
1804,0.3214569160
1805,0.3155667720
1806,0.3188980640
1807,0.3289478100
1808,0.3262146330
1809,0.3137922700
1810,0.3212834580
1811,0.3166261010
1812,0.3066675490
1813,0.3187537160
1814,0.3229012240
1815,0.3260882180
1816,0.3318193420
1817,0.3237013640
1818,0.3179297820
1819,0.3205121730
1820,0.3227887530
1821,0.3173819600
1822,0.3222661520
1823,0.3217257470
1824,0.3220299350
1825,0.3350825070
1826,0.3204497320
1827,0.3349769660
1828,0.3233951520
1829,0.3418892810
1830,0.3432350160
1831,0.3187571030
1832,0.3277544430
1833,0.3324671680
1834,0.3117172120
1835,0.3234363770
1836,0.3457524860
1837,0.3285257490
1838,0.3285426980
1839,0.3294177740
1840,0.3352334210
1841,0.3212736140
1842,0.3362415740
1843,0.3219451880
1844,0.3276497540
1845,0.3304059830
1846,0.3236018760
1847,0.3467700510
1848,0.3375183020
1849,0.3283521710
1850,0.3195772120
1851,0.3301373740
1852,0.3304007280
1853,0.3303613700
1854,0.3292820610
1855,0.3355468720
1856,0.3448559360
1857,0.3487475220
1858,0.3393638570
1859,0.3394582190
1860,0.3600402200
1861,0.3464058040
1862,0.3488199560
1863,0.3305121230
1864,0.3338104920
1865,0.3423012790
1866,0.3398564620
1867,0.3365034170
1868,0.3334500830
1869,0.3395683510
1870,0.3317256830
1871,0.3323230180
1872,0.3285321270
1873,0.3345237500
1874,0.3258345640
1875,0.3199907990
1876,0.3265683190
1877,0.3333638960
1878,0.3330504820
1879,0.3490125940
1880,0.3374011670
1881,0.3263973140
1882,0.3338385810
1883,0.3449001660
1884,0.3368041280
1885,0.3502881320
1886,0.3398161780
1887,0.3409205320
1888,0.3832635200
1889,0.3530819050
1890,0.3524374090
1891,0.3473546850
1892,0.3301159420
1893,0.3423283620
1894,0.3356097280
1895,0.3536130530
1896,0.3475026440
1897,0.3337500050
1898,0.3426626660
1899,0.3626285040
1900,0.3473584210
1901,0.3420416230
1902,0.3685476760
1903,0.3495567710
1904,0.3412239150
1905,0.3387035240
1906,0.3501471480
1907,0.3418784560
1908,0.3426890020
1909,0.3632985260
1910,0.3476923510
1911,0.3445638940
1912,0.3454027250
1913,0.3573805450
1914,0.3468889070
1915,0.3507821990
1916,0.3683624410
1917,0.3424315020
1918,0.3401930890
1919,0.3588033410
1920,0.3542212070
1921,0.3558320470
1922,0.3478970440
1923,0.3547534230
1924,0.3532495630
1925,0.3513162340
1926,0.3536903280
1927,0.3502745170
1928,0.3510901070
1929,0.3542694060
1930,0.3491706900
1931,0.3518737630
1932,0.3465467060
1933,0.3572308420
1934,0.3626346270
1935,0.4275210160
1936,0.3548523820
1937,0.3511314380
1938,0.3578776660
1939,0.3679902960
1940,0.3629523150
1941,0.3555908140
1942,0.3634803690
1943,0.3558896240
1944,0.3497636940
1945,0.3538921890
1946,0.3712136890
1947,0.3642463110
1948,0.3538824040
1949,0.3661324500
1950,0.3552799560
1951,0.3590098460
1952,0.3602068460
1953,0.4548202510
1954,0.3631153890
1955,0.3687027420
1956,0.3660945730
1957,0.3666863270
1958,0.3668038720
1959,0.3704003000
1960,0.3691652730
1961,0.3623189820
1962,0.3717903950
1963,0.3787572690
1964,0.3626844130
1965,0.3646259260
1966,0.3681191560
1967,0.3792751880
1968,0.4673485240
1969,0.4191321060
1970,0.4323024480
1971,0.3705609660
1972,0.4213667620
1973,0.3730931150
1974,0.3655198600
1975,0.3794795770
1976,0.3694476690
1977,0.3703901780
1978,0.4001082970
1979,0.3823068820
1980,0.3749245420
1981,0.3734750380
1982,0.3830964170
1983,0.3963921060
1984,0.3978827380
1985,0.3914892130
1986,0.3834575640
1987,0.4176252920
1988,0.4102916950
1989,0.4051759000
1990,0.3952206320
1991,0.4634431270
1992,0.3823060620
1993,0.4192276990
1994,0.3909653620
1995,0.3823208460
1996,0.3865521850
1997,0.3829069140
1998,0.3796331280
1999,0.3767710040
2000,0.4193132390
